label,text_stripped
1f3a7,      161226  가요대전  꽃숑   18  
1f637,  카톡 5577 폰배팅아바타카지노 폰배팅라이브카지노 
1f44a,   쌤 저 장하죠 4
1f494, 삽틪쨿앤뀺 안전우선    주소   
1f618,사랑합니다 은혁  
1f612,나아쁜 자식들 아저씨라고 놀리기만 하고 아저씨든 뭐든 되어버릴꺼야 이따가 보자
1f601, 안녕하세요 흔적 남겨주셔서 찾아왔습니다 히나타 최애이구요 같이 덕질하면서 친해져요잘부탁드립니당 
1f62c,후 여러분 저가 오널 하루세끼 팟타이를 먹었다능 행보칸소식 사진은 저가맹근 팟타이 
1f612,셜록 시즌4 보는데더빙 좋으나 진중한 사람은 좀 진중하게 해주지 영국드라마자나 
1f611,네 
1f60e,새털처럼 가벼우신 놀귀님 ㅋㅋㅋㅋㅋㅋ탈골되지아나여 전 강하니깐
1f603,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ늘긴 는다 눈대중이 가능해진다ㅋㅋㅋㅋㅋㅋ
1f64a,ㅠㅠㅠ진짜예뻐요 참여하고 갑니다 
1f3b6,에헤ㅔㅔㅔ저야말로요 
1f64c,좋아욧쪼아요 
1f499, 준호 오하요 잘짔어 잘지내 엄마의맛있는밥배불리먹고있어 가족이나친구와즐거운신년을보내   충전많이하고와줘 일본에서기다리고있어용 
1f64a,헉ㄱ 그렇군요 캐릭이야 여러개 만들어서 서버가면 되지않을가오  헉ㄱ 아가씨 너모 예뻐요ㅠㅠㅜ 고양이 아가씨군요 
1f44f,경준이와윤재씨 우진이 석우 이젠김신 진짜 그냥하나같이다 스윗하고 귀엽고ㅠㅠㅠ 멜로든머든 진짜연기도 패션도잘소화하는거같아요 박수함성 
1f623,엉헝ㅇ컼ㅇ헝 짱귀엽다 밥씨 
1f61e,나는 피곤하다 
1f60d,안녕하세여 15 올수니 면댜에요축하해주셔서 감사합니다ㅜㅜㅜㅜ
1f64a,와 나 이렇게 미공개 영상 많은 프로 처음봐 
1f603,으어어 많이 늦어부럿지만 1팔로워 축하드려요 
2764, 대현이 굿모닝 잘 지내고 있어요 잘 쉬고있지 행복하고 즐거운 시간을 보내기를 바래요 항상 건강하시고 행복하세요 오늘도 웃을 일이 많았으면 좋겠다 대현이가 웃을 때마다 나도 웃어요  감기 조심 
2728,    5시 공연 끝인사 동운 
1f3b6,생일축하햐 
1f616,엣 
1f633,알랍 과연 뚜루는 트찐탈출을 할 수 있을 것인가두구두구 
1f601,그 옥션쪽에 문의 전화하시는 것이 좋을듯해요 배송하기전에 미리 전화로 문의해야 딜레이가 안될듯해요 
270c,  89   82 안전절대보장 철통보안 업계최고
1f62b,헐 저 지금 그 심판님 실물 넘 보고 싶어요 
1f618,안녕하세용 1년생 연징예요 선팔감사합니당 
1f60b,저도 ㅠ ㅠ ㅠㅠ 첫연챠때 바로나와줘서 해피입니다 후후
1f4aa,       보고싶어요    
1f3a7,정말 고마워요  이 노래 너무 좋다 
1f60a, 방학님 알티 잡으러 왔습니당  잘 부탁드려요 
1f4aa,헝 ㅠㅠ 언냐 ㅠㅠ 아픈건괜찮으료나 ㅠㅠ 앞으로 더 캘리열심히할게 나중에 캘리필요하문말해줘 바로써주껭 
1f612,멋있다고해도 뭐라하는고만 
2764, 오늘은 데뷔 13일이에요 축하해요 우리 방탄이  항상 사랑하고 감사한 사람들 그 동안 수고했어요 너무 너무 행복해요 사랑해요 
1f60c,내일수요일은 즐거운 두번째 커플게임날 에요참가를 원하시는 분은 마음을 찍어주세요 밤 11시 2분까지 신청찌름 받습니다  
1f604,새해복많이받으세뇨 
1f616,설정짜주시져 하랴님 
1f608,으아아ㅏ 필통 추첨해야하는데 집에서 쉬는 오빠가 컴을 안내놔요 
1f3b6,그거 아냐 헝거게임 아니야 빨이 양치 하도록 해요 잡아먹기 전에 빨리 하세요 
1f62d,솬님 진짜 제가 하나도 채 다 말하지 않았는데 열가지를 아시는 분이시다 배우신 분 그럼 다리가 목을 조르기는커녕 벌어지겠지여 아주 활 짝
1f612,그게 뭐야 
1f603,허어억 조아요 헊 2월중ㅇ쯤에 뵐가요 헊허 로로밈뵌다 갸아아앙ㅇ
1f4aa,빠샤빠샤 
1f604,앝ㅋㅋㅋㅋㅋ이거 나중에 알고보니까 달 옆에 목성이있는게 저렇게 보이는거래여 
1f616,자다 깸12시전에 잠들면 꼭 2시에 깨더라 에잇덕분에 빨래넌다잊어먹고 잠들었더라고 
1f61e,아 맞다 수능준비 는 아직 고 1이니까 좀 더 놀아도 괜찮겠죠 그렇게 피눈물을 흘리게 되고
1f52b,수강신청의 날이랍니다 
1f62d,좋아하는 노래입니다 
1f61e, 완벽하게 축하해주고 싶었는데 
1f44d,ㅋㅋㅋㅋㅋㅋㅋㅋ빵터짐 고난을 겪고 쟁취한 사보의 팬티구나 나도 라루님을 본받아 쿠로오씨 팬티 쟁취해야지 
1f60c,기적의 논리왕 겐지그려줘귀신 그릴거임 죽여오던가헉 그래영웅은 죽지않아요 
1f603,첫콘 6구역 원가양도 현장에서 직거래 합니다 
1f604,근대 아빠폰에는 많안 이모팈ㅎㄴ이 있굳나 
1f62b,안 자고 모해 나 잘 건데 빨리 좋은 꿈꾸라고 해줘
1f44c,또롱이  
1f64c,퓨즈티비 투표해조세요  
1f62d,으으 으 회사가기 시러어 
1f440,앙영 21713 구텐버그 싸인회  배우님
1f64c, 오빠 영화 언제 개봉해요ㅠ 빨리 보고싶은뎅작년에도 바쁘게 활동해줘서 넘넘 고마워용 우수연기상도 타구ㅠ넘넘 축하해요 글구 진짜 수고했어요 올해도 항상 행복한 일들만 가득하길 바랄게용 티비에서 자주 봅시당ㅎㅎ홧팅
1f60e, 테러범으로 갔다온 히츄입니다 후기는 타래글로 천천히 쓸게요 
1f645,아니 왜 루우머생성을 하세요 ㅋㅋㅋㅋ 떼찌떼찌입니다 
1f609,참여해용 
1f60e, 귀찮게하러왔다음하하하하 
1f614,  지금부터 일에 다녀 올게요 훈군도 화이팅 솔로 싱글 어떤 재킷 어떤 노래 어떤기대할께요 하츠미 
1f44d, 1분 지났지만 원식시  나 홀로 집에 들으며 흐 
1f44c,퓨리18 
1f60c,      매일이 웃음 가득한 아름다운 날만 가득하길 
1f620,푹안끓여서 그런가 아님 원래 매운건가 
1f624,ㅜㅜ 잠자러가야겠네여 
1f602,죽을거같다 이렇게 토하는거 예전에 술로 응급실 다녀온 이후로 처음이야 살려죠
1f605,왠지 알티 누르면 블당할 것 같은 느낌 
1f603,응 산에 바위 부수고 놀면 진짜 재밌다 해 바위가 비처럼 내린다 해
1f610,션오빠랑 니미랑 만났었나ㄷ봐사진 올라왔었엉 
1f620,씨제스 진짜 뭐하자는거냐 안그래도 쉬는 시간도 부족한 사람을 데려다가 참왜하는거지ㅠㅠ누굴위해 하는거냐구ㅠㅠㅠㅠ
1f60c,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 초면에 죄송하지만 ㅋㅋㅋㅋ 너무 짤들이 적절해섴ㅋㅋ 감사합니다 새뱍에 저를 웃게해준 짤이였네요 
1f633, 언니 현둥언니 어제아래 생일인ㅈㅣ 오늘 알아버린 나를 매우 쳐 막쳐 미안해 엉ㅇ엉 그게아니라 생일축하해 너무축하하고 새해복 많이 받구 요즘 안보여서 걱정도많고 보고싶기도하지만 잘 지내고있었음하구 건강챙기고 항상 나잊ㅈㅣ마라죠 
1f610,쇼뽀님이 못생기셨다뇨 제가 미토콘드리아만도못한 미생물이 된기분입니다 사과하시져 쇼뽀님 우주 최고 잘생김이십니다
1f62d,감사합니다 
1f634,졸리다 
1f60f,ㅜㅠ 이제발굔한 멍청이첨넴 ㅠㅠ 헤헹 국뷔러ㅓ오뚝님애 폭트라묜 얼마든지좋슴미다   이러케기여우신 오뚝밈을 어떠케 미오하지요ㅠ 오뚝님두 새해복많이받으시구 건강하셨으묜 좋겠어요 
1f49c,얼라가 이뻐가꼬 는 뱅님 코코낸내 하실 타이밍 지나셨구나 탐라보고와써여 ㅎㅎ 뱅님 코  자욘 3 
1f60f, 알티잡으러왔숨니다 친하게지내고싶어요 
1f64c,헉헣 아 좋았어넘 귀여우시ㅛ굿 
1f64a,초면이지만어음 뜜님 연성타래 지금까지3번정도읽은사람인데요용기내볼께요 많이 좋아합니다 
1f623,런 뮤비에서 가장 좋아하는 장면 
1f60b,해보자 1 나이 2 좋아하는 동물 3 닉네임의 유래 4 신발 사이즈 5 이상형 6 싫어하는 음식 7 본명 초성 8 손 사진 9 목소리 공개 1의 소원 들어주기 674336
1f60d,예쁘다 
2764,ㅎㅎ 사무실에 일하는 언니 생일 선물 사러갔다 내꺼 질렀다 
1f624,아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 네 작년까지는 아주 냉철한 말만을 햇지만 이제 아무말을 할것이에요 
2728,생일 축하해   
1f3a7,눈 코 입 
270c,김  범  아 김보아 감사합니다 
270c,   토토사설사이트 접속 89 명품  사다리 놀이터  코드82  
1f64a,하엘님맞아여 저에요피치 
1f496,혀니빛님 새해 복 많이 받으세요 인사가 좀 늦었죠ㅠㅠ 217에는 혀니빛님과 제가 바라는 바 함께 모두 다 이루어지길 소망해요 히히 언제나 행복한 혀니빛님 되세욘 
1f60d,윤잉님 꼬오옥 윤잉님 오타까지 귀여우셔요 ㅎㅎ넹넹 윤잉님 어서어서 주무셔요 아픈거 빨리 나으시고 이쁜 밤 되기를 간절히 바라겠습니다 
1f622,저 내일 1시 3분 헬스여 
1f496,녜 
1f60f,ㅋㅋㅋㅋ 그렇군 
1f3a7,새로운 시작  박새별  김동률  들어보세요   연말연시 준면헌정곡 
1f64f,늦었지만 새해 인사드려요 216년 마무리는 잘 하셨나요 많은 일이 있었는데 올해는 무사히 지나갔으면 좋겠습니다 217년에는 모두 건강하시고 행복하게 보내시길 바랄게요 앞으로도 경수 많이 사랑합시다 
1f44f,한닿동안 트위터 못들어오는 프링을 볼수잇는 마지막기회 56818748368316416
1f498, 트친소 마음 감사합미다 앞으로 잘 부탁드려요 
1f610,이참에 마와센세도 전시회 열어주시면 돈을 아주 갖다 쏟아부을텐데 
1f496,아앜ㄱㅋㅋㄱㅋㄱㅋㄱㅋ나린님 축하드려요  헤헿 뭐 영업하시구 성공하셨나요오 
1f610,그럼 이런 말 하지 말까요 
1f60c,희희 
1f624,유자님이 나오 갖고놀기시작하였다 미미기쁨 
270b,반가오줍니닷ㅅ핫빠 
1f64f,내일 무사히 프로젝트 끝나면 전처럼 선착순판매 돌발본 1권정도만 디페에 뽑아가고싶다시간이 흑흑머리 넘긴 레이겐 선글라스 흑흑 인생은 야쿠자가 최고입니다 자동차썬팅 야쿠자에쿠레이 빨간책 
2764,여러분이사진멤버별로대있는사람 배경할라고보니까 두준빠하고 동운빠가없어ㅠㅠㅠㅜㅠㅠ만드신분이 알티하고 퍼가래서 알티는 했는데 저장이안됐나봐여저사진쫌뎸으로 보내줄사람사랑해요 
1f52b,아 잘못말했다 
2764, 율언니화이팅 
1f609, 아직 아직 춥습니다 감기 걸리지 마세요 건조에도 주의 즐거운 시간 보내세요 좋은 꿈을 매일 진짜 좋아 
1f616,묵념 안타깝사오니 
1f604,여러분들사랑하구안녕히주무셔여제꿈꾸세요 
1f611,그냥 여기서해여 
1f60a,      즐기며 삽시다 웃으며 삽시다 지쳐 힘이들땐 생각하지마 널 위해 이 음악에 함께 취해 
1f62a,저런 
1f498,응응롱런해 
1f609,갱지님두 주무세요 
1f495,김지수생일ㅊㅋ  
1f61e, 긎ㅣ만먼 말을 해얗ㄹ지도 몰르겟고
1f44d,헉  사실 저 흑발토니랑 미셸이랑 사겨요     공식에서 밀어준다고 저는 그렇게ㅜ생각하겟습니다  근데 카라맟츠 총수 갠적으로 찾아보기ㅜ힘들엇던ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ힘내새요  
1f495,          사랑해 마크 
1f623,세상에이게뭐죠애들 대박예뻐요 
1f64f,남은 시상식에서 애들 럭키원무대 보고싶은 내작은 소망 
1f49c, 은재찬여친 힘 찬 오 빠 사 랑 해 요 저 은 재 가 정 말 많 이 요 
1f44f,하이린님도 쫑디가 읽어줄 날이 그날이 금방 오실거에요 
1f64c,  161231 연기대상 출근 프리뷰 올 한해 수고 만아써   81543672131537521
1f648,문의 주세요 ㅎㅂㅎ99 히힣 가방은 생각보다 많이 무겁지만 
1f60d,네 
1f440,일찍자고 자고일어나서 팍팍 
1f60d,항상 패님분들 행복을 바라는 분 우리는 당신때문에 처음부터 행복 했었는데 어느 가수가 팬분들 행복을 먼저 바라는 이가 있을까내가 살아오는 동안 그런 분은 준짱이 유일하다 
1f496,굿밤 
1f44d,안녕하세요 천숨님 찾아와주셔서 감사합니다 잘못남겼다니요ㅠㅠㅠㅠ그것은 분명한 분명한 아주 분명한 고의입니다 앞으류 잘부탁드려요 팔로할게요
1f64c,세상에 17살이라니 96은 웁니다 말 편하게 해도 괜찮아요 
1f648,알라뷰쏘마췽 
1f44f,실명앓이 
1f60f,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사실 얼마전에도 사무직이라는 말 분명 썻는데 괜히 바보같이 허둥대고 그랫네여 흠흠 바지는 놓아드릴게여 
1f62a,  노스텔지아      
1f615,천원짜리 있길래 인형 뽑기 했는데 오늘도 날려써 이래서 현금을 들고 다니면 안돼 
1f605, 저 초면에 진짜 죄송한데알티 부탁드릴 수 있을까요 
1f44d,어머이랑 같이 봤는데 와 진짜 오열하며서 봤다 울 엄마도ㅜㅜㅜㅜㅜ웃다가 울다가ㅜㅜㅜ진짜 우리 엄마도 인정한 배우 도경수ㅜㅜㅜㅜ 경수야 너 최고야 
2728,방탄소년단 데뷔 13일 축하해   
1f61c,잘자  오빠 
1f602,겨우 앉았는데 양쪽 다 졸면서 기대는 사람들 아 
1f49c,생일 축하해요 우리 리더             사랑해요 
1f629,서칭하다가 봤어요ㅠㅠㅠㅠㅠㅠ미쳐버려욬ㅋㅋㅋㅋㅋㅋ 상상하면 막 심장이 쪼여옵니다ㅠㅠㅠㅠㅋㅋㅋㅋ 빨리 ㅇ영화 빨리 죽을 것 같아요 
1f601,말편히해요 
1f60c,휴 아쉽지만 그런 장면이 없네요 
1f60c, ㅋ ㅋ ㅋ ㅋㅋㅋㅋ안돼요 그러지말아요ㅠㅠㅠㅋㅋㅋㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋ그랬었냐구ㅋㅋㅋㅋㅋ그래도 지금의 이엔이도 짱 예쁜걸ㄹ요  이엔이 레고르 저희 막 헤카 생각하고 있었다구
1f62d,흐헝 후기 정말 감사합니다 
1f615,국제대회에서 품새를 하는게 희안해서ㅇㅇ 하긴 국기원에서 품새로도 시험보니까 뭔가 점수기준이 있겠지 체조경기 같은거라고 생각하면 되나 ㅋㅋㅋ
2764, 준기 안녕하세요 오늘부터 시무 천천히 시작합니다 준기 군은 왜요   
1f616, 뢈니임 갑자기 뜬금없죠 저두 뜬금없는데 뢈님 생각이 났어요 새해 복 많이 받으시구 올해도 잘 부탁드려요 제가 이따만큼 좋아한답니다 뢈님콩님 포에버 
1f602,아 필리츠한테 조카들 보여줘야지 
1f44d,하이큐 3기 보고있는데 처음엔 이 한게임이 한시즌이라고 라는 생각을 했다가 이건 당연히 한시즌으로 만들어야했다는 생각으로 바뀜ㅋㅋㅋㅋ 존나 심장쫄깃 츳키 존나 멋져 근데 왜 1화뿐이져ㅜㅜㅜㅜ 이제 얼마 안남았자나ㅜㅜㅜ
1f605,지에스니코 보조배터리 대여서비스 추천 물론 유료임 영업하냐
1f611,소켓이다르니음그것만 따로 팔아줄래 
1f64a,오앗 킵인건가욬ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ헤헤 마츠오이 그냥 뭘 해도 섹시한데 포르테님이 그려주시는거면 뭐든 좋을거같아요 꾸금 기대핮니다 ㅣㅅㅇ2
1f60f,파이팅 
1f64c,같이 힘 합치면 못할게 없습니다 모두 힘냅시다  
1f498,헤헤 제사랑을 받으셔랏 갸악 랴님한테 납치당ㅇ한다 기뻐요 꺄르륵
1f44a,앙 기모띠 니더 새해복만이받아라 
1f62b,헉 철거를 원래 직접하는건가요 고생하셨어요 
1f60f,넵 18찬녈 엓소 열렬히 갈망해요 
270b,이제 진짜 자야지 안녕 
1f3b6,탐라에 이거 안해신분 업게찌 보워니 음성 공개댇지요 노래도 불러주닉간 아직 안들으신분덜 들으러 가세요 
1f61c,하핳 
1f601,들어야 하는데 제가 뭘 하는걸까요  오빠 근데 정말 물어보고 싶은게 있어요 왜이렇게 사람이 완벽하죠  너무 완벽해 진짜 사람이 아닐꺼에요 아마도 이 우리 준휘오빠 매 순간 자랑스러워요 진짜 ㅠㅠㅜㅠ 
1f44c,힘들긴 좀 힘들어 그래도 3년 생각보다 후딱 지나가니 괜차녀 
2728, 중독성오져 하루종일 라타타타타라타타타타 하고있다 
270c,   161223 뮤직뱅크 출근        815941358166865291
1f60c, 기택아 안녕 오늘도 달님이 정말 아름답고 언제까지나 보고 싶었지만밖은 추워서 기택이는조금은 상태가 좋아졌나요난 3체중이 줄었어요ㅋㅋ 빨리 나아지면 좋겠어요 정말로 병이 나으면무엇을 하고 싶니슬슬 잘께 잘자 사랑해 마키 
1f611,죽겠군 
1f62a,나는 메이크업 보낸거 그저께인가 받았음 ㅎㅎ 안구랑 슈즈 주문해야 하는데 귀찮다 
1f499,감사향 
1f495,보자기에 부둥부둥 해야 될 것 가태요 헝헝 
1f3a7,  어쿠루브      1
1f62a,푹 주무세요 
1f60e,이시장에 대한 추문들은 확인된 팩트이고 님이 문댚에 대해 말하는 건 뇌내 망상이라는게 다른거죠 그리고 시간나면 1 월달 파파이스 이재명 편을 함 보세요 이시장도 자기입으로 말합니다 탄핵은 현실적으로 불가능하다고 
1f634, 유준이 새해 뭐하니 시즈카는 기쁜 일이 있었어 꿈에 유준이 나왔어용 새해부터 너무  ㅎㅎㅎ 오늘도 꿈에서 만날 수 있으면 기쁘당 잘자요 
1f618,사랑헤요 은혁  
1f64c,진챠합격을기원할께 삐양언니할수이써최초합격안되도 추합으로해서 꼭합격할거야 힘내 
1f60e,흫ㅎㅎ 만나서 주세요 직거래는 원래 그런거 아닙니까 
1f62d,아 론씨 진짜 론씨 너무 예쁘셔ㅜㅜㅜ 니아 이성 가늘어지는 거 간신히 막았네ㅠㅠ 진짜 넘 예쁘셔ㅜㅜ 매번 심장에 타격 넘나 커 
1f622,속상하다 
1f611,또 누가 뭐라했대 
1f64f,잘래 오늘은 언절꿈 꾸게해주세요 
1f64c,헉ㄱ 저야 영광이죠ㅠㅠㅠ녜 매일 젠님 그림보며 열심히 앓을게요ㅠㅠ 함께 마마무해요 
1f60c,나눈알티요정 
1f618,뒷북이지만 나도 해주세오 
1f601,도롱님덕에 아인예쁨을 알게되었습니디ㅣ ㅠㅁㅜ 허접하다니요 막 반짝반짝 거리는갈요ㅠㅠㅠㅠ 도롱님도 새해복많이 받으시구 굿밤되세요 
1f496,   윟듙준첰축 6년된검증사이트 주소   
1f60d,헉 울 데이쨘 
1f62c,소설이랑 같은게 뭔지 찾는게 더 빠른 수준이에요 
1f603,612에게 이 영광을 돌립니다 는 예쁘다해줘서 고마워 
1f618, 좋은 아침입니다 오늘도 화이팅합시다 
1f3b6,    이겼다
1f498,그래뚜 자주자쥬 들어올게여 
1f629,둘다 지뢰라서 투표를 몯하겐네 
1f44d,에고 호롱님 요즘 많이 아프시길래 걱정했어요 ㅠ ㅠㅠㅠㅠ 좀 나아지셨다니 정말 다행이에요 푹 주무시고 배 아픈것까지 싹 나으시고 건강해지시길 바래요 
1f494, 집을 돌아갔어요 난 집을 돌아가지만 머리가 아픈데 갈 수 없어요 ㅠ 근데 부모를 만났어요 너는요 가족이랑 맛있는 거 먹었어요 스케쥴이 없는 중 네 얼굴을 안 보이는데 진짜 보고 싶어 
1f603,와와 파잠님 답멘이 무지 늦어버렸네요88 ㅠ 찾아와 주셔서 감사해요 잘부탁드려요 
1f498,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고맙다 나 지금 32펀데 우리 운명인듯 여튼 사랑하구 나도 파몬이가 젤 죠음 사댱함 
1f614,코믹진은 재고가 없는지 출고예상일이 16일까지 늦춰졌다 그때면 2월호를 사고 있겠지
1f601,1 꾹올순 선팔하고갑니다아 
1f621,헝 왜 나랑 안보냐 
1f618,      매일이 웃음 가득한 아름다운 날만 가득하길 
1f629,부농님 지각 안해써 시무룩 
1f60c,아ㅏ앗 넘 어려운 질문이네요ㅠㅠㅠㅠ 그치만 저는 그저 문별이 더 빛나게 해주는 팬이기때문에 안사귈것이에요 쿠쿠 즐거운 고민이내욤 
1f604,잌ㅋㅋㅋㅋㅋ그렇군요첸스님만나서 반갑습니다저도 친하게 지냈으면 좋겠습니다 잘부탁드려요 
1f44c,삼대장은 ㄹㅇ 다 죠아 셋이서 
1f605,디아1을 3에섴ㅋ 대재밌겠네 ㅋㅋㅋㅋㅋㅋㅋ 이정도 사후지원이면 진짜 패키지값 그것도 세일할때 몇푼 달랑 냈던게 미안해서라도 돈 더 주고싶다ㅋㅋ 다른 창렬이들은 블쟈와 을 본받자 제발 
1f602,훌젹오래간만에 트이터를 개ㅣ햇는데 모쟈님은 보이지 않고훌뎍 뜌뜌냥은 우러버리고마라따
1f629,7 나쁜 짓       
1f62b,아 진짜 잠만그림못그리겠다눈앞읁흐리고 손은 계ㅣ속떨려 저 자러갈게요 
1f61e,다 보이네 
1f624,고럼그렇치 
1f634, 남자 
2764, 그냥 퐁당 빠지고 싶어 아잉 
2665,익명 장르 소설 작가 연합은 자신의 펜 네임을 외부에 노출하지 않고 편안한 마음으로 활동합니다 자신의 닉네임을 드러내는 것 대신에 따로 닉네임을 생성하여 활동한답니다 상시 가입 문의 받고 있습니다 
1f622,우울해 흑흑 
1f61e,힝 맞아 지금부터라두 친하게지내용 
1f3b6,헉 토요일인가요 대박 ㅅ 생각만 해도 넘 설레부려요  그전에 곰일파티 둘 다 당첨 됐으면 조케쑤니다
1f62d,헤헤 보고시퍼 ㅠㅠ 금요일에 가딧 넌 안오지만 
1f440,화장한 제얼굴 구경하기  셀카타임이죠 진짜이상한사람
1f613,진짜 많이많이 쉬고싶다 
1f623,당욘하지 지금안자면 언제 자려굿 
1f62c,잉잉 머하구있어 
1f52b, 찾았어찾았다거
1f620,안 그래도 그럴려고요 확확 막막 아주 다시 보기만해 봐
1f603,샤이니 나이는 진기가 25였을때로 멈춰있어서 실제나이들으면 넘나어색안익숙 
1f610,왜지 왜 뭐 애교부리며 쓰러지는병이라도 
270c,토토사설사이트   안전입장 79 코드  82  급충환전  
1f629,대통령은 주 4일제 나는 주 6일제 나도 피곤 할 때는 쉬고싶다 
1f498,잰들레이더 
1f618,이불 밖은 위험해는 진정한 명언 
1f633,어어 이제 봐써여 좋아요 2살입니다 
1f3b6, 인스타그램 코멘트 동슈스 태양달 인스타에 또 놀러와찌효 파이널 오사카돔 링가링가 직캠에 그대뤄 날타롸 그대로 날 따라와 의 섹시한 발음  또 놀러와요   
1f60f, 그럼 뽀뽀 잔뜩하면 살 빠지는 거야 좋아 하루종일 하는거야 
1f629, 홉이2 솔직히 말해서 나는 너무 피곤하다 자전거로 가다 7 킬로미터 난 단지 생각의 피곤 그러나 거기의 해변 그것은 매우 아름답습니다 나는 모래 위에 너에게 뭔가를 쓰고 싶다 
1f615,어후 나도 매니저 기분 맞추는데 미칠것같음 지 기분 안좋은 날에 매장 분위기 살벌해
1f499, 굿모닝 그대 계속 비몽사몽중이야 비행기 안에서 대기중이기두 하구 가기 싫기두 하구 어제 술 많이 마셨으려나 오늘 쪼금 쌀쌀하네 인수야오늘도 행복하게 좋은 하루 시작해 
1f633,세상에 윗칸은 그럴 수 있다고 생각했는데 아랫칸도 너무 겹치는데요 제 인생 를 꼽으라면 반드시 들어가는 두 영화 접속과 리빙라스베가스
1f62d,아 ㅈㅎㄹ려 병원가기 시러 
1f621,세상에 개비님 지금 제최애 지뢰라고 하신거에요 
1f648, 혜미시
2665,생강보관법  생강가루만들기 출처  나는 꿀   22887159332
1f613, 요코하마 공연이 끝난 후 많은 추억이 치밀어 감정을 막지 못했어 너희에게 할 말이 너무 많아서 어떤 말을 선택하더라도 뜬금 없게 느껴지기 때문에 실제로는 결국 아무것도 전하지 못했어 그때부터 계속 분주하고
1f62b,  방금 찍었던 사진이 하늘이 너무 예쁘죠 하늘 보니까 오빠 많이 보고싶다 날씨가 많이 춥죠 어디 갈때 옷 따뜻하게 입고 푹 잘 쉬어요 감기 조심해요 잘자 사랑해요 입니다 
1f440,항상 고마워 내가 정말 좋아하는 사진이다 물론 하나같이 다이쁘지만 너희는 내가 이쁜말 이쁜생각만 가지게 해주는 예쁜존재야 요즘은 꿈에서도 더자주보고 평소에도 늘 생각하며 웃음이 나와요 항상 저 아름다운 청량함 보여줘서 난정말행복해요 
1f614,일단 저부터 
1f440,   므므                
1f3b6,이 런 사랑 너 래 너 무 나 마 나  
1f622,저은하 체통을 지켜주시옵소서 
1f44a,붂흐러우니깐 내려줘 
270c,핫 율무 심장 터져버림 
1f604,헉 농님 세상에 알람이 안떠서 이제서야 확인했어요 흐흐 물론이죠888 농님꺼 하나 빼놓구 기다리고있을게요 
2764, 태양달   슬로건 배송 수요일목요일에 모두 발송 완료 했습니다 오늘까지는 모두 수령할 수 있으니 조금만 더 기다려주세요 송장번호는 이나 메일로 문의주세요 
1f637,감기가 어째 더 심해진다 일주일에 한번씩은 병원 가는 것 같은데 왜 이리 차도가 없니 오늘은 주사 놔달라고 그럴까 
1f637,연님 감사해요ㅠㅠ훅흑 빨리 멀쩡해지고싶습니드 
1f62d,울 석민 오늘도 화이팅이얌ㅠㅠ 좋아해 사랑해 17 1781713753519853451
1f44f,막 뭐라해야하지 온집안과 마당까지 늄님꽃인데 언약자님이 군말하나 안하고 늄님이랑 가치 매일매일 물주고 햇빛 잘드는 곳에 놔주고 아껴주고 막 예쁘게 떨어진고 코팅해서 들고다니시고 
1f61e, 시무룩
1f633,학교다닐때 일우 사진 지갑에 있었음 아직도 그사진 내 추억상자에 있슴  
1f60f,아이돌 덕질할짼 천천히 하시묜 됩니다 모든 떡밥을 빠르게 회수하지 안ㄹ으셔도 돼요 천천히 음미하세요 
1f496,김종인 완전귀여워 
1f612,왜 이러는 거야 어 ㅠㅠㅠㅠㅠ                     
1f648,아잇ㅋㅋㅋㅋㅋ 아 뭔가 왜 부끄러운거죠 최우수상 감사합니다 꾸벅 앞으로 더더 열심히 최선을 다해 토니안을 사랑하겠쿨럭쿨럭
1f64f,꼭 명단에 들어서 15일 당직 바꾸게 해주세요 
1f44f,몬애기 6일 축하해요 
1f620,저놈의 영상전보벌레랑 폰팅 승질나 
1f64f,유카유유 최고에요 감사합니다 
1f60b,안녕하세요으악 닉넴너무귀여우셔요ㅟㅟㅢㅠㅜ 혹시 괜챦으시다면 말씀편하게해주실수있으신가윰 
1f622,헉ㅠㅜ내일할게요 저 방을 나갈수없서서흑흑 긱제님이 못하시겟다면제ㅣ가 셀프죽빵하겟어요 훅흑ㄹㄱ흑 
1f609,맞팔감사드려용 친하게지내요 
1f52b,헉 여기 모에요 고기의 자태 너무나 흑흑이고 안그래도 오늘 포실림이랑 우리 셋이 언제 보냐고 얘기했어요 얼른 날 잡아서 다 조져버려요  
1f60a,핑크도 잘 어울리는데요 괜찮아요 오늘도 화이팅 
